"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",99,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",99,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",99,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",98,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",98,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",97,
"KOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",98,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1983",75,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1984",68,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1985",77,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1986",86,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1987",95,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1988",90,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1989",90,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1990",90,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1991",91,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1992",93,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1993",94,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1994",95,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1995",97,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1996",98,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1997",98,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1998",93,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","1999",93,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2000",94,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2001",95,"E"
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2002",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2003",98,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2004",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2005",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2006",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2007",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2008",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2009",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2010",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2011",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2012",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2013",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2014",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2015",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2016",99,
"LUX","CHILDVACCIN","DTP","PC_CHILD","A","2017",99,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",39,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",49,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",58,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",68,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",77,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",71,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",80,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",80,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",80,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",80,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",83,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",86,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",88,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",91,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",91,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",92,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",92,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",93,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",94,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",94,"E"
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",95,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",95,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",95,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",95,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",96,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",96,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",96,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",96,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",96,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",99,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",99,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",99,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",99,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",99,
"LUX","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",99,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1980",44,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1981",43,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1982",40,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1983",41,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1984",52,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1985",40,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1986",51,"E"
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1987",62,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1988",60,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1989",65,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1990",53,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1991",88,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1992",91,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1993",82,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1994",91,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1995",91,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1996",94,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1997",95,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1998",96,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","1999",96,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2000",97,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2001",97,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2002",97,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2003",98,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2004",98,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2005",98,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2006",98,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2007",98,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2008",96,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2009",95,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2010",95,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2011",97,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2012",99,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2013",83,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2014",87,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2015",87,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2016",93,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2017",85,
"MEX","CHILDVACCIN","DTP","PC_CHILD","A","2018",88,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",35,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",33,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",37,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",23,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",21,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",64,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",60,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",54,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",70,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",85,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",75,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",90,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",88,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",79,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",90,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",90,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",93,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",90,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",95,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",95,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",96,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",95,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",98,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",99,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",89,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",98,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",99,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",97,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",76,
"MEX","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1980",96,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1981",96,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1982",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1983",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1984",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1985",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1986",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1987",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1988",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1989",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1990",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1991",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1992",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1993",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1994",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1995",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1996",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1997",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1998",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","1999",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2000",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2001",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2002",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2003",98,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2004",98,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2005",96,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2006",96,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2007",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2008",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2009",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2010",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2011",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2012",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2013",97,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2014",96,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2015",95,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2016",95,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2017",94,
"NLD","CHILDVACCIN","DTP","PC_CHILD","A","2018",93,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",91,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",91,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",92,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",93,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",92,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",92,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",93,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",93,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",95,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",95,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",95,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",95,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",96,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",95,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",94,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",93,
"NLD","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",93,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1980",76,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1981",72,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1982",73,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1983",73,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1984",83,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1985",72,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1986",70,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1987",67,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1988",69,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1989",80,"E"
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1990",90,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1991",81,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1992",81,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1993",83,"E"
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1994",84,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1995",89,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1996",88,"E"
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1997",86,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1998",81,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","1999",88,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2000",90,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2001",90,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2002",90,"E"
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2003",90,"E"
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2004",89,"E"
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2005",89,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2006",89,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2007",88,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2008",89,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2009",92,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2010",93,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2011",95,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2012",93,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2013",92,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2014",93,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2015",92,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2016",92,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2017",94,
"NZL","CHILDVACCIN","DTP","PC_CHILD","A","2018",93,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1980",80,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1981",77,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1982",74,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",71,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",67,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",64,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",60,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",67,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",75,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",83,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",90,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",82,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",82,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",85,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",87,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",84,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",92,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",99,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",81,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",83,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",85,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",85,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",84,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",84,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",83,"E"
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",82,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",82,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",79,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",86,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",89,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",91,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",93,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",92,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",92,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",93,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",93,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",92,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",93,
"NZL","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",92,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1983",90,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1984",90,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1985",85,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1986",83,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1987",80,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1988",83,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1989",83,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1990",86,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1991",96,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1992",98,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1993",94,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1994",93,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1995",97,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1996",97,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1997",95,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1998",93,"E"
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","1999",92,"E"
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2000",90,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2001",91,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2002",93,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2003",92,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2004",92,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2005",91,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2006",94,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2007",93,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2008",94,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2009",94,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2010",93,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2011",94,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2012",95,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2013",94,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2014",93,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2015",95,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2016",96,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2017",96,
"NOR","CHILDVACCIN","DTP","PC_CHILD","A","2018",96,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1983",80,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1984",80,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1985",90,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1986",87,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1987",87,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1988",87,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1989",84,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1990",87,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1991",94,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1992",96,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1993",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1994",94,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1995",92,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1996",92,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1997",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1998",91,"E"
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","1999",90,"E"
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2000",88,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2001",90,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2002",87,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2003",86,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2004",89,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2005",90,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2006",92,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2007",92,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2008",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2009",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2010",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2011",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2012",94,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2013",93,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2014",94,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2015",95,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2016",96,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2017",96,
"NOR","CHILDVACCIN","MEASLES","PC_CHILD","A","2018",96,
